"participant","a","v_mixed_gain","t0","szr","sv","st0","v_mixed_loss","penalty","fit","time","method","n_trials","BIC","model_variant","v","t0_mixed_gain","t0_mixed_loss","a_mixed_gain","a_mixed_loss"
34,NA,-0.0798,1.5332,NA,NA,1.8338,1.3431,0,133.8633,2.741,"ML",96,295.112689148807,"model8",NA,NA,NA,0.9859,0.1792
35,NA,0.0273,1.6071,NA,NA,1.6277,0.2057,0,141.5514,1.506,"ML",93,310.29839695892,"model8",NA,NA,NA,1.7027,1.2011
36,NA,0.235,1.0467,NA,NA,1.337,0.2303,0,131.6412,1.781,"ML",96,290.668489148807,"model8",NA,NA,NA,1.4663,1.0707
38,NA,0.3496,0.4691,NA,NA,0.315,0.1252,0,92.1537,0.348,"ML",96,211.693489148807,"model8",NA,NA,NA,1.5449,1.2806
39,NA,0.385,0.3305,NA,NA,0.0792,0.2053,0,65.6017,0.171,"ML",96,158.589489148807,"model8",NA,NA,NA,1.5368,1.137
40,NA,0.0674,0.2697,NA,NA,1e-04,-0.0968,0,89.8875,0.091,"ML",96,207.161089148807,"model8",NA,NA,NA,1.1494,1.9405
41,NA,0.1539,0.5072,NA,NA,2e-04,0.0471,0,135.8724,0.11,"ML",93,298.94039695892,"model8",NA,NA,NA,2.0261,1.7378
42,NA,0.0906,0.501,NA,NA,0.1649,-4e-04,0,90.0808,0.505,"ML",92,207.292331462294,"model8",NA,NA,NA,1.4002,1.5931
44,NA,0.1179,0.2651,NA,NA,1e-04,2e-04,0,70.0589,0.104,"ML",96,167.503889148807,"model8",NA,NA,NA,1.6048,1.1277
45,NA,0.1411,0.2801,NA,NA,0.1004,0.1229,0,66.3088,0.169,"ML",96,160.003689148807,"model8",NA,NA,NA,1.2346,1.3038
46,NA,0.0589,0.8395,NA,NA,1.0607,0.0754,0,124.1676,1.283,"ML",96,275.721289148807,"model8",NA,NA,NA,1.4199,1.0968
47,NA,0.1982,0.4468,NA,NA,0.3235,0.3407,0,136.263,0.352,"ML",93,299.72159695892,"model8",NA,NA,NA,1.9634,1.8415
48,NA,-0.0944,0.5384,NA,NA,2e-04,0.16,0,115.9122,0.108,"ML",94,259.08416869362,"model8",NA,NA,NA,1.7687,1.6183
49,NA,0.2514,0.3786,NA,NA,1e-04,0.187,0,72.1789,0.079,"ML",96,171.743889148807,"model8",NA,NA,NA,1.4277,1.2544
5,NA,-0.0253,0.483,NA,NA,0.1211,0.0325,0,95.38,0.171,"ML",94,218.01976869362,"model8",NA,NA,NA,1.7373,1.2805
50,NA,0.0541,0.4934,NA,NA,0.2968,-0.1018,0,93.0511,0.313,"ML",95,213.425461349603,"model8",NA,NA,NA,1.5619,1.2413
51,NA,0.1435,0.3736,NA,NA,5e-04,-0.0248,0,121.9757,0.098,"ML",95,271.274661349603,"model8",NA,NA,NA,1.8004,1.683
52,NA,0.3481,1.5546,NA,NA,2.1947,0.2396,0,149.0551,2.599,"ML",90,325.109058021982,"model8",NA,NA,NA,1.2397,0.8811
53,NA,-0.0564,0.3424,NA,NA,3e-04,-0.2003,0,117.6077,0.096,"ML",91,262.280557039101,"model8",NA,NA,NA,1.4434,2.2671
54,NA,0.2255,0.5793,NA,NA,0.3888,0,0,128.9963,0.457,"ML",94,285.25236869362,"model8",NA,NA,NA,2.1148,1.4687
55,NA,-3e-04,0.6769,NA,NA,0.4513,0.498,0,66.7418,0.453,"ML",96,160.869689148807,"model8",NA,NA,NA,0.9862,1.1844
56,NA,-0.1238,0.3491,NA,NA,0,5e-04,0,31.2439,0.062,"ML",94,89.74756869362,"model8",NA,NA,NA,1.4121,0.8329
57,NA,1e-04,0.3608,NA,NA,1e-04,-4e-04,0,82.5802,0.085,"ML",96,192.546489148807,"model8",NA,NA,NA,1.3202,1.4176
58,NA,-0.0745,0.3423,NA,NA,0.3093,0.2306,0,123.2831,0.338,"ML",94,273.82596869362,"model8",NA,NA,NA,1.9017,1.5601
6,NA,0.1105,0.2181,NA,NA,0.0016,-0.2345,0,108.4905,0.094,"ML",89,243.912818218393,"model8",NA,NA,NA,1.6347,1.7569
61,NA,0.0987,0.803,NA,NA,0.6111,0.2588,0,128.3148,0.747,"ML",96,284.015689148807,"model8",NA,NA,NA,1.7205,1.617
62,NA,-1e-04,0.3484,NA,NA,0,0.0468,0,121.5897,0.113,"ML",96,270.565489148807,"model8",NA,NA,NA,1.8354,1.628
63,NA,0.0554,0.6801,NA,NA,0.6073,0.1643,0,116.2371,0.704,"ML",96,259.860289148807,"model8",NA,NA,NA,1.5833,1.4808
64,NA,0.0507,0.3695,NA,NA,0.3141,0.104,0,141.464,0.414,"ML",85,309.583907538942,"model8",NA,NA,NA,1.6625,2.7086
65,NA,-1e-04,0.5891,NA,NA,0.3607,0.3229,0,83.4291,0.429,"ML",96,194.244289148807,"model8",NA,NA,NA,1.0794,1.4758
66,NA,0.0873,0.3651,NA,NA,0.001,-0.098,0,133.1842,0.132,"ML",94,293.62816869362,"model8",NA,NA,NA,1.7984,1.9192
67,NA,0.2392,0.3893,NA,NA,2e-04,-0.0704,0,65.1371,0.066,"ML",96,157.660289148807,"model8",NA,NA,NA,1.3321,1.2315
68,NA,0.2931,0.4372,NA,NA,0.1526,0.2148,0,146.3888,0.181,"ML",90,319.776458021982,"model8",NA,NA,NA,2.0734,2.1367
69,NA,0.1728,0.3357,NA,NA,0.0874,0.0966,0,73.0942,0.146,"ML",94,173.44816869362,"model8",NA,NA,NA,0.9758,1.8631
7,NA,-0.1542,0.8034,NA,NA,0.5225,3e-04,0,128.3625,0.556,"ML",80,283.017159808043,"model8",NA,NA,NA,1.9212,1.918
70,NA,0.091,0.3678,NA,NA,1e-04,-0.1254,0,130.5596,0.103,"ML",83,287.63224364678,"model8",NA,NA,NA,2.2315,1.8167
71,NA,0.4662,0.636,NA,NA,0.4785,0.4923,0,83.9458,0.552,"ML",96,195.277689148807,"model8",NA,NA,NA,1.3165,1.1892
72,NA,1e-04,0.3094,NA,NA,1e-04,0.0766,0,97.1766,0.09,"ML",93,221.54879695892,"model8",NA,NA,NA,1.4166,1.6568
74,NA,0.0246,1.0049,NA,NA,0.9615,0.056,0,139.0713,0.918,"ML",95,305.465861349603,"model8",NA,NA,NA,1.7073,1.5297
75,NA,-0.0697,0.5031,NA,NA,0.2005,0.0849,0,106.6004,0.248,"ML",96,240.586889148807,"model8",NA,NA,NA,1.1878,2.0217
76,NA,0.063,0.3535,NA,NA,0.1277,-3e-04,0,16.0231,0.194,"ML",96,59.432289148807,"model8",NA,NA,NA,1.3029,0.6505
77,NA,-0.0406,0.2284,NA,NA,3e-04,0.0687,0,143.5257,0.101,"ML",91,314.116557039101,"model8",NA,NA,NA,2.0612,1.9271
78,NA,0.2102,0.4257,NA,NA,0.1589,1e-04,0,35.3977,0.24,"ML",96,98.181489148807,"model8",NA,NA,NA,1.2277,0.8801
79,NA,0.0689,0.5757,NA,NA,0.3681,0.2603,0,144.3849,0.451,"ML",95,316.093061349603,"model8",NA,NA,NA,1.981,1.859
8,NA,2e-04,0.7902,NA,NA,0.5076,0.2259,0,117.1833,0.541,"ML",96,261.752689148807,"model8",NA,NA,NA,1.2197,1.9079
81,NA,0.0452,0.5241,NA,NA,6e-04,-3e-04,0,145.3232,0.148,"ML",96,318.032489148807,"model8",NA,NA,NA,1.9648,1.9347
82,NA,0.0443,0.4022,NA,NA,0.178,-0.1703,0,120.4208,0.215,"ML",92,267.972331462294,"model8",NA,NA,NA,1.9758,1.5129
83,NA,0.3963,0.5734,NA,NA,0.3129,0.1547,0,129.9111,0.33,"ML",94,287.08196869362,"model8",NA,NA,NA,1.6732,1.9526
85,NA,2e-04,0.4071,NA,NA,0.0503,-0.062,0,60.3728,0.104,"ML",96,148.131689148807,"model8",NA,NA,NA,1.1087,1.3965
86,NA,0.1116,0.9647,NA,NA,0.8863,0.1522,0,136.2999,0.926,"ML",84,299.18470079306,"model8",NA,NA,NA,1.5284,2.2039
87,NA,0.5557,0.431,NA,NA,0.1618,0.1577,0,86.1517,0.221,"ML",86,199.029483777521,"model8",NA,NA,NA,2.4057,1.1225
88,NA,0.0729,0.627,NA,NA,0.3324,-0.0924,0,138.3338,0.304,"ML",81,303.034294928035,"model8",NA,NA,NA,2.5434,1.854
89,NA,0.1474,0.3835,NA,NA,3e-04,6e-04,0,122.5684,0.069,"ML",76,271.121200041718,"model8",NA,NA,NA,2.8722,1.6842
9,NA,0.0508,0.3615,NA,NA,0.1028,-0.0766,0,116.8217,0.166,"ML",91,260.708557039101,"model8",NA,NA,NA,1.6901,1.7701
90,NA,-1e-04,0.3424,NA,NA,0.0754,-3e-04,0,-38.6413,0.122,"ML",96,-49.896510851193,"model8",NA,NA,NA,0.7929,0.6016
91,NA,0.0535,0.6342,NA,NA,0.3447,0.15,0,118.9599,0.372,"ML",96,265.305889148807,"model8",NA,NA,NA,1.6025,1.6272
92,NA,0.0849,0.9223,NA,NA,0.9293,-5e-04,0,135.9794,0.816,"ML",83,298.47184364678,"model8",NA,NA,NA,1.7605,1.962
93,NA,0.1792,0.3321,NA,NA,0.0449,-2e-04,0,44.2922,0.111,"ML",96,115.970489148807,"model8",NA,NA,NA,1.3586,0.9323
94,NA,-1.1751,1.9729,NA,NA,2.7209,0.4855,0,117.0855,2.309,"ML",70,259.661971452296,"model8",NA,NA,NA,0.1212,0.8683
95,NA,0.1128,0.359,NA,NA,0.0879,0.1745,0,57.8856,0.137,"ML",96,143.157289148807,"model8",NA,NA,NA,0.7296,2.0712
96,NA,-0.0635,0.5966,NA,NA,0.4197,0.0263,0,106.1,0.48,"ML",95,239.523261349603,"model8",NA,NA,NA,1.3838,1.5248
97,NA,0.2879,0.6292,NA,NA,2e-04,0.172,0,106.8985,0.09,"ML",94,241.05676869362,"model8",NA,NA,NA,1.7965,1.4781
98,NA,0.2875,2.3878,NA,NA,1.831,-0.1698,0,81.7834,1.015,"ML",59,188.032024663434,"model8",NA,NA,NA,0.777,0.7372
99,NA,0.1381,0.8131,NA,NA,0.5403,0.3382,0,99.5979,0.544,"ML",96,226.581889148807,"model8",NA,NA,NA,1.2376,1.4565
1,NA,0.3132,0.2585,NA,NA,NA,0.1237,0,48.377,0.005,"ML",95,119.523384458003,"model9",NA,NA,NA,1.5091,1.0052
10,NA,2e-04,0.552,NA,NA,NA,-5e-04,0,94.7558,0.004,"ML",86,211.783336481268,"model9",NA,NA,NA,1.6307,1.4494
100,NA,0.0897,0.1512,NA,NA,NA,2e-04,0,147.906,0.004,"ML",92,318.420942885245,"model9",NA,NA,NA,2.0423,2.0939
101,NA,0.1761,0.6622,NA,NA,NA,0,0,129.5113,0.005,"ML",95,281.791984458003,"model9",NA,NA,NA,1.8848,1.8116
102,NA,-0.1078,0.8242,NA,NA,NA,0.0236,0,126.8967,0.004,"ML",77,275.512427109268,"model9",NA,NA,NA,2.2149,2.053
103,NA,1e-04,0.3447,NA,NA,NA,0.0503,0,120.3468,0.005,"ML",96,263.515340957339,"model9",NA,NA,NA,1.9651,1.5994
104,NA,-4e-04,0.3003,NA,NA,NA,0.0618,0,135.556,0.004,"ML",89,293.555181848661,"model9",NA,NA,NA,1.8168,2.025
105,NA,0.2436,0.3779,NA,NA,NA,0.0223,0,142.4411,0.004,"ML",84,307.036283994217,"model9",NA,NA,NA,2.2867,2.0644
11,NA,-3e-04,0.3146,NA,NA,NA,0,0,114.446,0.004,"ML",96,251.713740957339,"model9",NA,NA,NA,1.6288,1.8504
12,NA,0.0851,0.3667,NA,NA,NA,0.2176,0,29.8275,0.005,"ML",96,82.4767409573392,"model9",NA,NA,NA,1.0293,1.1606
13,NA,0.7134,0.3295,NA,NA,NA,0.0722,0,34.6658,0.005,"ML",96,92.1533409573392,"model9",NA,NA,NA,1.2185,1.0704
14,NA,0.0699,0.3878,NA,NA,NA,2e-04,0,51.2057,0.006,"ML",96,125.233140957339,"model9",NA,NA,NA,1.207,1.2465
15,NA,0.3026,0.4018,NA,NA,NA,0.4473,0,74.8802,0.005,"ML",96,172.582140957339,"model9",NA,NA,NA,1.5853,1.322
17,NA,0.3818,0.3204,NA,NA,NA,0.1035,0,117.9411,0.004,"ML",96,258.703940957339,"model9",NA,NA,NA,2.0416,1.5801
18,NA,0.1981,0.4231,NA,NA,NA,0.2251,0,158.8324,0.005,"ML",95,340.434184458003,"model9",NA,NA,NA,2.5643,1.9407
19,NA,0.1305,0.323,NA,NA,NA,0.162,0,84.9042,0.005,"ML",96,192.630140957339,"model9",NA,NA,NA,1.4347,1.5605
2,NA,2e-04,0.2536,NA,NA,NA,0.0249,0,135.9823,0.004,"ML",95,294.733984458003,"model9",NA,NA,NA,1.9324,1.7579
20,NA,0.103,0.6466,NA,NA,NA,0.0431,0,153.2388,0.005,"ML",91,329.031897532584,"model9",NA,NA,NA,2.1881,2.1807
21,NA,0.0999,0.4647,NA,NA,NA,0.0639,0,155.2803,0.004,"ML",94,333.27707391135,"model9",NA,NA,NA,2.4083,1.963
22,NA,0.1872,0.3691,NA,NA,NA,-0.0863,0,85.4229,0.005,"ML",93,193.508797465766,"model9",NA,NA,NA,1.5375,1.4189
23,NA,0.0718,0.3443,NA,NA,NA,0.0259,0,119.2848,0.005,"ML",94,261.28607391135,"model9",NA,NA,NA,1.9981,1.6272
24,NA,-0.0268,0.3438,NA,NA,NA,0.0728,0,115.4717,0.004,"ML",94,253.65987391135,"model9",NA,NA,NA,1.6544,1.793
25,NA,0.213,0.2913,NA,NA,NA,0.0648,0,75.2158,0.004,"ML",95,173.200984458003,"model9",NA,NA,NA,1.6322,1.2302
26,NA,0.1069,0.2953,NA,NA,NA,0.1415,0,151.4205,0.004,"ML",94,325.55747391135,"model9",NA,NA,NA,1.8074,2.3153
27,NA,0.151,0.2944,NA,NA,NA,0.3041,0,97.8194,0.005,"ML",96,218.460540957339,"model9",NA,NA,NA,1.8004,1.4082
28,NA,3e-04,0.3249,NA,NA,NA,0.3508,0,38.4767,0.005,"ML",96,99.7751409573392,"model9",NA,NA,NA,0.7782,1.7924
29,NA,0.3407,0.6184,NA,NA,NA,0.1538,0,146.2301,0.004,"ML",91,315.014497532584,"model9",NA,NA,NA,2.3461,2.0062
3,NA,0.0202,0.4258,NA,NA,NA,-0.0446,0,150.1318,0.004,"ML",91,322.817897532584,"model9",NA,NA,NA,2.2666,2.0359
30,NA,-2e-04,0.2814,NA,NA,NA,0.0638,0,60.185,0.005,"ML",96,143.191740957339,"model9",NA,NA,NA,1.1063,1.4842
31,NA,0.1234,0.2944,NA,NA,NA,3e-04,0,18.2225,0.006,"ML",96,59.2667409573392,"model9",NA,NA,NA,1.3292,0.7694
32,NA,-3e-04,0.3449,NA,NA,NA,2e-04,0,81.6219,0.005,"ML",96,186.065540957339,"model9",NA,NA,NA,1.3489,1.7302
33,NA,0.1586,0.4275,NA,NA,NA,0.0827,0,132.9904,0.005,"ML",92,288.589742885245,"model9",NA,NA,NA,1.7576,2.1712
34,NA,0.0388,0.5488,NA,NA,NA,0.0857,0,156.12,0.005,"ML",96,335.061740957339,"model9",NA,NA,NA,2.2977,1.9475
35,NA,0.0196,0.7919,NA,NA,NA,0.1156,0,171.1354,0.006,"ML",93,364.933797465766,"model9",NA,NA,NA,2.7759,2.2261
36,NA,0.1592,0.4328,NA,NA,NA,0.134,0,149.5872,0.005,"ML",96,321.996140957339,"model9",NA,NA,NA,2.3281,1.8214
38,NA,0.3311,0.3646,NA,NA,NA,0.1133,0,95.4718,0.005,"ML",96,213.765340957339,"model9",NA,NA,NA,1.7542,1.4288
39,NA,0.3799,0.3143,NA,NA,NA,0.2012,0,66.0804,0.005,"ML",96,154.982540957339,"model9",NA,NA,NA,1.5703,1.1726
40,NA,0.0678,0.2697,NA,NA,NA,-0.0971,0,89.8875,0.005,"ML",96,202.596740957339,"model9",NA,NA,NA,1.1494,1.9408
41,NA,0.1536,0.5072,NA,NA,NA,0.0465,0,135.8724,0.005,"ML",93,294.407797465766,"model9",NA,NA,NA,2.0259,1.7379
42,NA,0.0568,0.3742,NA,NA,NA,0,0,104.0584,0.006,"ML",92,230.725742885245,"model9",NA,NA,NA,1.5856,1.8297
44,NA,0.1179,0.2651,NA,NA,NA,3e-04,0,70.0589,0.006,"ML",96,162.939540957339,"model9",NA,NA,NA,1.6046,1.1278
45,NA,0.1387,0.2633,NA,NA,NA,0.1208,0,66.2972,0.005,"ML",96,155.416140957339,"model9",NA,NA,NA,1.2774,1.3245
46,NA,0.0448,0.3807,NA,NA,NA,0.048,0,130.6976,0.005,"ML",96,284.216940957339,"model9",NA,NA,NA,2.0224,1.7072
47,NA,0.1943,0.3451,NA,NA,NA,0.3236,0,139.0327,0.004,"ML",93,300.728397465766,"model9",NA,NA,NA,2.1334,1.9671
48,NA,-0.0945,0.5383,NA,NA,NA,0.1599,0,115.9122,0.004,"ML",94,254.54087391135,"model9",NA,NA,NA,1.7688,1.6183
49,NA,0.2523,0.3786,NA,NA,NA,0.1863,0,72.1788,0.005,"ML",96,167.179340957339,"model9",NA,NA,NA,1.4285,1.2546
5,NA,-0.0246,0.4635,NA,NA,NA,0.0324,0,95.132,0.004,"ML",94,212.98047391135,"model9",NA,NA,NA,1.7678,1.3134
50,NA,0.0513,0.4124,NA,NA,NA,-0.0934,0,93.8886,0.004,"ML",95,210.546584458003,"model9",NA,NA,NA,1.6796,1.3686
51,NA,0.1441,0.3736,NA,NA,NA,-0.0243,0,121.9757,0.005,"ML",95,266.720784458003,"model9",NA,NA,NA,1.8002,1.6828
52,NA,0.1871,0.4791,NA,NA,NA,0.0988,0,159.1055,0.004,"ML",90,340.710048351651,"model9",NA,NA,NA,2.6243,2.0197
53,NA,-0.0577,0.3425,NA,NA,NA,-0.2,0,117.6077,0.004,"ML",91,257.769697532584,"model9",NA,NA,NA,1.4432,2.2664
54,NA,0.2172,0.4561,NA,NA,NA,4e-04,0,130.9913,0.005,"ML",94,284.69907391135,"model9",NA,NA,NA,2.2994,1.6289
55,NA,-1e-04,0.5055,NA,NA,NA,0.4139,0,72.1484,0.005,"ML",96,167.118540957339,"model9",NA,NA,NA,1.3039,1.4607
56,NA,-0.1241,0.3491,NA,NA,NA,-5e-04,0,31.2439,0.005,"ML",94,85.20427391135,"model9",NA,NA,NA,1.4119,0.8329
57,NA,3e-04,0.3608,NA,NA,NA,-1e-04,0,82.5802,0.005,"ML",96,187.982140957339,"model9",NA,NA,NA,1.3201,1.4179
58,NA,-0.0723,0.2639,NA,NA,NA,0.2206,0,123.9334,0.005,"ML",94,270.58327391135,"model9",NA,NA,NA,2.0336,1.649
6,NA,0.1085,0.2179,NA,NA,NA,-0.2362,0,108.4902,0.004,"ML",89,239.423581848661,"model9",NA,NA,NA,1.6361,1.7567
61,NA,0.0879,0.541,NA,NA,NA,0.2245,0,141.2573,0.005,"ML",96,305.336340957339,"model9",NA,NA,NA,2.1063,1.977
62,NA,-4e-04,0.3484,NA,NA,NA,0.0463,0,121.5897,0.004,"ML",96,266.001140957339,"model9",NA,NA,NA,1.8356,1.6281
63,NA,0.0481,0.4071,NA,NA,NA,0.1402,0,130.4513,0.004,"ML",96,283.724340957339,"model9",NA,NA,NA,2.0513,1.8448
64,NA,0.0484,0.2997,NA,NA,NA,0.1027,0,141.5069,0.004,"ML",85,305.227056282452,"model9",NA,NA,NA,1.7438,2.7953
65,NA,-5e-04,0.4806,NA,NA,NA,0.2945,0,86.5155,0.005,"ML",96,195.852740957339,"model9",NA,NA,NA,1.3433,1.5704
66,NA,0.0879,0.3652,NA,NA,NA,-0.0955,0,133.184,0.005,"ML",94,289.08447391135,"model9",NA,NA,NA,1.7992,1.9194
67,NA,0.2386,0.3893,NA,NA,NA,-0.0707,0,65.1371,0.004,"ML",96,153.095940957339,"model9",NA,NA,NA,1.3321,1.2314
68,NA,0.2923,0.411,NA,NA,NA,0.2139,0,146.6601,0.003,"ML",90,315.819248351651,"model9",NA,NA,NA,2.108,2.1806
69,NA,0.1258,0.3334,NA,NA,NA,0.1007,0,70.1293,0.013,"ML",94,162.97507391135,"model9",NA,NA,NA,1.0098,1.8725
7,NA,-0.1456,0.659,NA,NA,NA,0,0,129.348,0.004,"ML",80,280.606133173369,"model9",NA,NA,NA,2.0821,2.0947
70,NA,0.0911,0.3677,NA,NA,NA,-0.1249,0,130.5596,0.005,"ML",83,283.213403038983,"model9",NA,NA,NA,2.2319,1.8168
71,NA,0.3942,0.4731,NA,NA,NA,0.4226,0,85.3751,0.004,"ML",96,193.571940957339,"model9",NA,NA,NA,1.5612,1.4452
72,NA,-2e-04,0.3094,NA,NA,NA,0.0763,0,97.1766,0.004,"ML",93,217.016197465766,"model9",NA,NA,NA,1.4165,1.6569
74,NA,0.0197,0.6002,NA,NA,NA,0.0454,0,152.7668,0.005,"ML",95,328.302984458003,"model9",NA,NA,NA,2.1064,2.1602
75,NA,-0.065,0.4411,NA,NA,NA,0.0833,0,108.7219,0.004,"ML",96,240.265540957339,"model9",NA,NA,NA,1.3103,2.1117
76,NA,0.0616,0.2988,NA,NA,NA,0,0,25.3401,0.005,"ML",96,73.5019409573392,"model9",NA,NA,NA,1.436,0.8294
77,NA,-0.0412,0.2283,NA,NA,NA,0.0688,0,143.5257,0.004,"ML",91,309.605697532584,"model9",NA,NA,NA,2.0622,1.9264
78,NA,0.2024,0.3701,NA,NA,NA,-4e-04,0,39.9267,0.005,"ML",96,102.675140957339,"model9",NA,NA,NA,1.3644,1.0052
79,NA,0.0668,0.4734,NA,NA,NA,0.2482,0,146.0764,0.005,"ML",95,314.922184458003,"model9",NA,NA,NA,2.1557,1.9607
8,NA,3e-04,0.5926,NA,NA,NA,0.209,0,122.9191,0.005,"ML",96,268.659940957339,"model9",NA,NA,NA,1.5394,2.1622
81,NA,0.0457,0.5242,NA,NA,NA,0,0,145.3232,0.005,"ML",96,313.468140957339,"model9",NA,NA,NA,1.9647,1.9347
82,NA,0.0442,0.3666,NA,NA,NA,-0.1651,0,120.6248,0.004,"ML",92,263.858542885245,"model9",NA,NA,NA,2.0432,1.556
83,NA,0.3842,0.5098,NA,NA,NA,0.1488,0,129.8753,0.004,"ML",94,282.46707391135,"model9",NA,NA,NA,1.7737,2.0035
85,NA,3e-04,0.3994,NA,NA,NA,-0.0611,0,60.4991,0.005,"ML",96,143.819940957339,"model9",NA,NA,NA,1.1259,1.4152
86,NA,0.0926,0.6682,NA,NA,NA,0.1388,0,136.8152,0.005,"ML",84,295.784483994217,"model9",NA,NA,NA,1.8257,2.5571
87,NA,0.5497,0.3851,NA,NA,NA,0.1491,0,87.4293,0.004,"ML",86,197.130336481268,"model9",NA,NA,NA,2.4795,1.2128
88,NA,0.0713,0.5453,NA,NA,NA,-0.09,0,139.2516,0.003,"ML",81,300.475445773362,"model9",NA,NA,NA,2.6432,1.9497
89,NA,0.1481,0.3836,NA,NA,NA,2e-04,0,122.5684,0.003,"ML",76,266.790466701432,"model9",NA,NA,NA,2.8727,1.6844
9,NA,0.0507,0.3481,NA,NA,NA,-0.076,0,116.8985,0.003,"ML",91,256.351297532584,"model9",NA,NA,NA,1.7174,1.7825
90,NA,4e-04,0.3181,NA,NA,NA,-2e-04,0,-34.8938,0.004,"ML",96,-46.9658590426608,"model9",NA,NA,NA,0.8579,0.7004
91,NA,0.0504,0.5316,NA,NA,NA,0.1411,0,121.3967,0.004,"ML",96,265.615140957339,"model9",NA,NA,NA,1.7797,1.7519
92,NA,0.0724,0.5242,NA,NA,NA,4e-04,0,146.9357,0.004,"ML",83,315.965603038983,"model9",NA,NA,NA,2.3203,2.3633
93,NA,0.1776,0.3254,NA,NA,NA,9e-04,0,44.5374,0.005,"ML",96,111.896540957339,"model9",NA,NA,NA,1.3654,0.958
94,NA,-0.1321,0.5212,NA,NA,NA,0.1558,0,135.0048,0.003,"ML",70,291.252076210247,"model9",NA,NA,NA,2.3382,2.7859
95,NA,0.104,0.3304,NA,NA,NA,0.1734,0,60.2926,0.005,"ML",96,143.406940957339,"model9",NA,NA,NA,0.8175,2.1177
96,NA,-0.0577,0.4531,NA,NA,NA,0.0249,0,109.628,0.005,"ML",95,242.025384458003,"model9",NA,NA,NA,1.6759,1.6822
97,NA,0.2884,0.6292,NA,NA,NA,0.1722,0,106.8985,0.004,"ML",94,236.51347391135,"model9",NA,NA,NA,1.796,1.4783
98,NA,0.1046,1.4224,NA,NA,NA,-0.0588,0,101.142,0.002,"ML",59,222.671687219529,"model9",NA,NA,NA,2.2846,2.1995
99,NA,0.1146,0.6082,NA,NA,NA,0.2926,0,106.407,0.005,"ML",96,235.635740957339,"model9",NA,NA,NA,1.598,1.7249
