"participant","a","v_mixed_gain","t0","szr","sv","st0","v_mixed_loss","penalty","fit","time","method","n_trials","BIC","model_variant","v","t0_mixed_gain","t0_mixed_loss","a_mixed_gain","a_mixed_loss"
77,2.0004,-0.04,0.2263,NA,NA,4e-04,0.0722,0,143.8968,0.08,"ML",91,310.347897532584,"model2",NA,NA,NA,NA,NA
78,1.0922,0.1802,0.4089,NA,NA,0.1505,-2e-04,0,42.7653,0.203,"ML",96,108.352340957339,"model2",NA,NA,NA,NA,NA
79,1.9074,0.0674,0.5836,NA,NA,0.4052,0.2688,0,144.6428,0.327,"ML",95,312.054984458003,"model2",NA,NA,NA,NA,NA
8,1.7109,0,0.6881,NA,NA,0.3607,0.1836,0,128.4748,0.332,"ML",96,279.771340957339,"model2",NA,NA,NA,NA,NA
81,1.9497,0.0457,0.5233,NA,NA,2e-04,-1e-04,0,145.3423,0.11,"ML",96,313.506340957339,"model2",NA,NA,NA,NA,NA
82,1.7706,0.0396,0.3887,NA,NA,0.2151,-0.1937,0,125.5338,0.191,"ML",92,273.676542885245,"model2",NA,NA,NA,NA,NA
83,1.8457,0.4218,0.551,NA,NA,0.2596,0.143,0,131.5328,0.226,"ML",94,285.78207391135,"model2",NA,NA,NA,NA,NA
85,1.2675,1e-04,0.3981,NA,NA,0.0469,-0.0551,0,64.5435,0.082,"ML",96,151.908740957339,"model2",NA,NA,NA,NA,NA
86,2.0612,0.1121,0.7424,NA,NA,0.4891,0.1194,0,143.4576,0.415,"ML",84,309.069283994217,"model2",NA,NA,NA,NA,NA
87,1.8366,0.3869,0.3238,NA,NA,3e-04,0.1948,0,114.5143,0.093,"ML",86,251.300336481268,"model2",NA,NA,NA,NA,NA
88,2.179,0.061,0.5873,NA,NA,0.3582,-0.1038,0,144.0085,0.249,"ML",81,309.989245773362,"model2",NA,NA,NA,NA,NA
89,2.2301,0.1101,0.3086,NA,NA,2e-04,3e-04,0,136.6786,0.058,"ML",76,295.010866701432,"model2",NA,NA,NA,NA,NA
9,1.732,0.0522,0.359,NA,NA,0.093,-0.0751,0,116.982,0.117,"ML",91,256.518297532584,"model2",NA,NA,NA,NA,NA
90,0.7425,-2e-04,0.331,NA,NA,0.0513,0,0,-33.7372,0.091,"ML",96,-44.6526590426608,"model2",NA,NA,NA,NA,NA
91,1.6173,0.054,0.6327,NA,NA,0.3398,0.149,0,118.9763,0.298,"ML",96,260.774340957339,"model2",NA,NA,NA,NA,NA
92,1.8801,0.0885,0.9127,NA,NA,0.9033,-1e-04,0,136.5938,0.66,"ML",83,295.281803038983,"model2",NA,NA,NA,NA,NA
93,1.1851,0.1508,0.3149,NA,NA,1e-04,3e-04,0,55.1012,0.046,"ML",96,133.024140957339,"model2",NA,NA,NA,NA,NA
94,0.6752,-0.4656,1.9411,NA,NA,2.7283,0.5527,0,120.4734,1.89,"ML",70,262.189276210247,"model2",NA,NA,NA,NA,NA
95,1.5995,0.1384,0.2529,NA,NA,1e-04,0.1216,0,113.7164,0.063,"ML",96,250.254540957339,"model2",NA,NA,NA,NA,NA
96,1.5264,-0.0624,0.5491,NA,NA,0.2962,0.0247,0,106.4823,0.226,"ML",95,235.733984458003,"model2",NA,NA,NA,NA,NA
97,1.6576,0.2622,0.6186,NA,NA,0,0.1908,0,109.8101,0.08,"ML",94,242.33667391135,"model2",NA,NA,NA,NA,NA
98,0.1277,1.7711,2.5132,NA,NA,1.9632,-0.9621,0,79.2371,1.289,"ML",59,178.861887219529,"model2",NA,NA,NA,NA,NA
99,1.372,0.1444,0.8013,NA,NA,0.5185,0.3181,0,101.1421,0.474,"ML",96,225.105940957339,"model2",NA,NA,NA,NA,NA
1,1.2669,0.2558,0.2439,NA,NA,NA,0.1477,0,59.6563,0.003,"ML",95,137.528107566402,"model3",NA,NA,NA,NA,NA
10,1.5408,1e-04,0.5478,NA,NA,NA,2e-04,0,95.884,0.003,"ML",86,209.585389185014,"model3",NA,NA,NA,NA,NA
100,2.0683,0.0907,0.1517,NA,NA,NA,2e-04,0,147.9538,0.004,"ML",92,313.994754308196,"model3",NA,NA,NA,NA,NA
101,1.846,0.1721,0.6606,NA,NA,NA,1e-04,0,129.6274,0.003,"ML",95,277.470307566402,"model3",NA,NA,NA,NA,NA
102,2.1281,-0.1034,0.8209,NA,NA,NA,0.0244,0,127.2403,0.003,"ML",77,271.855821687415,"model3",NA,NA,NA,NA,NA
103,1.773,0,0.3346,NA,NA,NA,0.0554,0,123.3643,0.004,"ML",96,264.985992765871,"model3",NA,NA,NA,NA,NA
104,1.9294,0,0.2991,NA,NA,NA,0.0587,0,136.5127,0.002,"ML",89,290.979945478929,"model3",NA,NA,NA,NA,NA
105,2.1788,0.2313,0.3707,NA,NA,NA,0.0235,0,143.154,0.002,"ML",84,304.031267195373,"model3",NA,NA,NA,NA,NA
11,1.739,-2e-04,0.3103,NA,NA,NA,-2e-04,0,115.6076,0.003,"ML",96,249.472592765871,"model3",NA,NA,NA,NA,NA
12,1.0969,0.0906,0.3665,NA,NA,NA,0.2058,0,30.9395,0.003,"ML",96,80.1363927658713,"model3",NA,NA,NA,NA,NA
13,1.1375,0.6608,0.3273,NA,NA,NA,0.0765,0,35.9513,0.004,"ML",96,90.1599927658714,"model3",NA,NA,NA,NA,NA
14,1.2272,0.0708,0.3874,NA,NA,NA,0,0,51.2833,0.003,"ML",96,120.823992765871,"model3",NA,NA,NA,NA,NA
15,1.4555,0.2753,0.3957,NA,NA,NA,0.486,0,77.0994,0.003,"ML",96,172.456192765871,"model3",NA,NA,NA,NA,NA
17,1.8079,0.3323,0.3058,NA,NA,NA,0.1158,0,122.4115,0.003,"ML",96,263.080392765871,"model3",NA,NA,NA,NA,NA
18,2.2597,0.1729,0.4056,NA,NA,NA,0.2567,0,164.2918,0.003,"ML",95,346.799107566402,"model3",NA,NA,NA,NA,NA
19,1.4996,0.1373,0.324,NA,NA,NA,0.1561,0,85.411,0.004,"ML",96,189.079392765871,"model3",NA,NA,NA,NA,NA
2,1.8475,0,0.2535,NA,NA,NA,0.0256,0,136.739,0.004,"ML",95,291.693507566402,"model3",NA,NA,NA,NA,NA
20,2.185,0.1021,0.6466,NA,NA,NA,0.0428,0,153.2394,0.003,"ML",91,324.522238026067,"model3",NA,NA,NA,NA,NA
21,2.1877,0.0896,0.4488,NA,NA,NA,0.0697,0,158.1375,0.004,"ML",94,334.44817912908,"model3",NA,NA,NA,NA,NA
22,1.4776,0.179,0.3666,NA,NA,NA,-0.0898,0,85.8927,0.004,"ML",93,189.915797972613,"model3",NA,NA,NA,NA,NA
23,1.8131,0.0646,0.3348,NA,NA,NA,0.0284,0,122.1779,0.003,"ML",94,262.52897912908,"model3",NA,NA,NA,NA,NA
24,1.7236,-0.0282,0.3438,NA,NA,NA,0.0703,0,115.9678,0.003,"ML",94,250.10877912908,"model3",NA,NA,NA,NA,NA
25,1.417,0.1817,0.2803,NA,NA,NA,0.0721,0,80.7501,0.004,"ML",95,179.715707566402,"model3",NA,NA,NA,NA,NA
26,2.076,0.1185,0.2635,NA,NA,NA,0.1241,0,155.9262,0.004,"ML",94,330.02557912908,"model3",NA,NA,NA,NA,NA
27,1.615,0.1333,0.2846,NA,NA,NA,0.3419,0,102.0668,0.004,"ML",96,222.390992765871,"model3",NA,NA,NA,NA,NA
28,1.3774,1e-04,0.281,NA,NA,NA,0.2545,0,82.3387,0.003,"ML",96,182.934792765871,"model3",NA,NA,NA,NA,NA
29,2.172,0.3128,0.6093,NA,NA,NA,0.1654,0,147.8824,0.003,"ML",91,313.808238026067,"model3",NA,NA,NA,NA,NA
3,2.1582,0.0196,0.4198,NA,NA,NA,-0.0468,0,150.9405,0.003,"ML",91,319.924438026067,"model3",NA,NA,NA,NA,NA
30,1.2995,2e-04,0.2696,NA,NA,NA,0.0548,0,66.2204,0.003,"ML",96,150.698192765871,"model3",NA,NA,NA,NA,NA
31,1.1145,0.0991,0.2774,NA,NA,NA,1e-04,0,39.2843,0.004,"ML",96,96.8259927658713,"model3",NA,NA,NA,NA,NA
32,1.5346,-2e-04,0.3389,NA,NA,NA,0,0,85.3409,0.004,"ML",96,188.939192765871,"model3",NA,NA,NA,NA,NA
33,1.9682,0.1766,0.4243,NA,NA,NA,0.0747,0,136.1514,0.004,"ML",92,290.389954308196,"model3",NA,NA,NA,NA,NA
34,2.1278,0.0366,0.5385,NA,NA,NA,0.0928,0,158.1177,0.004,"ML",96,334.492792765871,"model3",NA,NA,NA,NA,NA
35,2.4814,0.0173,0.7756,NA,NA,NA,0.1273,0,174.0238,0.004,"ML",93,366.177997972613,"model3",NA,NA,NA,NA,NA
36,2.0853,0.1408,0.4113,NA,NA,NA,0.1492,0,153.773,0.004,"ML",96,325.803392765871,"model3",NA,NA,NA,NA,NA
38,1.5884,0.2959,0.356,NA,NA,NA,0.1246,0,98.3917,0.004,"ML",96,215.040792765871,"model3",NA,NA,NA,NA,NA
39,1.3584,0.3218,0.303,NA,NA,NA,0.2258,0,71.9166,0.004,"ML",96,162.090592765871,"model3",NA,NA,NA,NA,NA
40,1.5697,0.0824,0.2266,NA,NA,NA,-0.0746,0,108.6302,0.004,"ML",96,235.517792765871,"model3",NA,NA,NA,NA,NA
41,1.889,0.1413,0.4959,NA,NA,NA,0.0503,0,137.7482,0.003,"ML",93,293.626797972613,"model3",NA,NA,NA,NA,NA
42,1.7072,0.0601,0.3699,NA,NA,NA,1e-04,0,105.424,0.003,"ML",92,228.935154308196,"model3",NA,NA,NA,NA,NA
44,1.3726,0.0981,0.2467,NA,NA,NA,-2e-04,0,78.7807,0.004,"ML",96,175.818792765871,"model3",NA,NA,NA,NA,NA
45,1.3018,0.1422,0.2636,NA,NA,NA,0.1193,0,66.4023,0.004,"ML",96,151.061992765871,"model3",NA,NA,NA,NA,NA
46,1.8707,0.0415,0.3714,NA,NA,NA,0.0518,0,132.7763,0.005,"ML",96,283.809992765871,"model3",NA,NA,NA,NA,NA
47,2.0575,0.1865,0.3413,NA,NA,NA,0.3376,0,139.4933,0.004,"ML",93,297.116997972613,"model3",NA,NA,NA,NA,NA
48,1.701,-0.0904,0.5355,NA,NA,NA,0.1674,0,116.5426,0.004,"ML",94,251.25837912908,"model3",NA,NA,NA,NA,NA
49,1.3442,0.2353,0.3739,NA,NA,NA,0.1971,0,73.5094,0.004,"ML",96,165.276192765871,"model3",NA,NA,NA,NA,NA
5,1.5663,-0.0213,0.4474,NA,NA,NA,0.0372,0,101.7432,0.004,"ML",94,221.65957912908,"model3",NA,NA,NA,NA,NA
50,1.538,0.0469,0.4045,NA,NA,NA,-0.1033,0,97.0539,0.003,"ML",95,212.323307566402,"model3",NA,NA,NA,NA,NA
51,1.7418,0.1395,0.3719,NA,NA,NA,-0.0253,0,122.3432,0.004,"ML",95,262.901907566402,"model3",NA,NA,NA,NA,NA
52,2.3056,0.1608,0.4464,NA,NA,NA,0.1096,0,163.4371,0.003,"ML",90,344.873438681321,"model3",NA,NA,NA,NA,NA
53,1.8708,-0.0693,0.2987,NA,NA,NA,-0.1588,0,130.9136,0.003,"ML",91,279.870638026067,"model3",NA,NA,NA,NA,NA
54,1.9611,0.1808,0.4305,NA,NA,NA,-4e-04,0,138.9237,0.003,"ML",94,296.02057912908,"model3",NA,NA,NA,NA,NA
55,1.3858,-2e-04,0.5044,NA,NA,NA,0.3924,0,73.1154,0.004,"ML",96,164.488192765871,"model3",NA,NA,NA,NA,NA
56,1.1739,-0.0991,0.3264,NA,NA,NA,-2e-04,0,50.9904,0.004,"ML",94,120.15397912908,"model3",NA,NA,NA,NA,NA
57,1.3742,4e-04,0.3596,NA,NA,NA,-2e-04,0,83.0285,0.003,"ML",96,184.314392765871,"model3",NA,NA,NA,NA,NA
58,1.8359,-0.0646,0.2494,NA,NA,NA,0.2402,0,126.9224,0.003,"ML",94,272.01797912908,"model3",NA,NA,NA,NA,NA
6,1.6993,0.1127,0.2156,NA,NA,NA,-0.2276,0,108.8708,0.003,"ML",89,235.696145478929,"model3",NA,NA,NA,NA,NA
61,2.0439,0.0851,0.5389,NA,NA,NA,0.231,0,141.5263,0.003,"ML",96,301.309992765871,"model3",NA,NA,NA,NA,NA
62,1.727,-4e-04,0.3411,NA,NA,NA,0.049,0,122.6806,0.004,"ML",96,263.618592765871,"model3",NA,NA,NA,NA,NA
63,1.9427,0.0452,0.4034,NA,NA,NA,0.1467,0,131.1764,0.004,"ML",96,280.610192765871,"model3",NA,NA,NA,NA,NA
64,2.2682,0.0582,0.2349,NA,NA,NA,0.0807,0,154.7138,0.003,"ML",85,327.198205025961,"model3",NA,NA,NA,NA,NA
65,1.4707,4e-04,0.4821,NA,NA,NA,0.2764,0,88.3681,0.004,"ML",96,194.993592765871,"model3",NA,NA,NA,NA,NA
66,1.8585,0.0904,0.3612,NA,NA,NA,-0.0922,0,133.5027,0.004,"ML",94,285.17857912908,"model3",NA,NA,NA,NA,NA
67,1.2837,0.2304,0.3896,NA,NA,NA,-0.0735,0,65.6524,0.004,"ML",96,149.562192765871,"model3",NA,NA,NA,NA,NA
68,2.1419,0.2966,0.409,NA,NA,NA,0.2095,0,146.7416,0.003,"ML",90,311.482438681321,"model3",NA,NA,NA,NA,NA
69,1.5282,0.2159,0.2731,NA,NA,NA,0.0736,0,98.7259,0.003,"ML",94,215.62497912908,"model3",NA,NA,NA,NA,NA
7,2.0883,-0.1462,0.659,NA,NA,NA,2e-04,0,129.3503,0.003,"ML",80,276.228706538696,"model3",NA,NA,NA,NA,NA
70,2.0331,0.0821,0.3522,NA,NA,NA,-0.1378,0,133.5319,0.002,"ML",83,284.739162431186,"model3",NA,NA,NA,NA,NA
71,1.5053,0.3795,0.4718,NA,NA,NA,0.4391,0,85.8224,0.004,"ML",96,189.902192765871,"model3",NA,NA,NA,NA,NA
72,1.5455,-3e-04,0.3068,NA,NA,NA,0.0709,0,99.1665,0.004,"ML",93,216.463397972613,"model3",NA,NA,NA,NA,NA
74,2.132,0.0198,0.5987,NA,NA,NA,0.0441,0,152.8093,0.004,"ML",95,323.834107566402,"model3",NA,NA,NA,NA,NA
75,1.7552,-0.0812,0.4101,NA,NA,NA,0.0671,0,124.6317,0.004,"ML",96,267.520792765871,"model3",NA,NA,NA,NA,NA
76,1.1742,0.0492,0.2848,NA,NA,NA,4e-04,0,45.3266,0.004,"ML",96,108.910592765871,"model3",NA,NA,NA,NA,NA
77,2.0004,-0.0404,0.2263,NA,NA,NA,0.0718,0,143.8968,0.003,"ML",91,305.837038026067,"model3",NA,NA,NA,NA,NA
78,1.1966,0.1745,0.362,NA,NA,NA,4e-04,0,46.4144,0.004,"ML",96,111.086192765871,"model3",NA,NA,NA,NA,NA
79,2.0553,0.0638,0.4677,NA,NA,NA,0.2584,0,146.7131,0.003,"ML",95,311.641707566402,"model3",NA,NA,NA,NA,NA
8,1.8722,2e-04,0.5755,NA,NA,NA,0.1779,0,130.9056,0.004,"ML",96,280.068592765871,"model3",NA,NA,NA,NA,NA
81,1.9495,0.045,0.5234,NA,NA,NA,-2e-04,0,145.3423,0.003,"ML",96,308.941992765871,"model3",NA,NA,NA,NA,NA
82,1.8318,0.0391,0.3459,NA,NA,NA,-0.1876,0,125.9341,0.003,"ML",92,269.955354308196,"model3",NA,NA,NA,NA,NA
83,1.8964,0.4091,0.5073,NA,NA,NA,0.1404,0,131.001,0.003,"ML",94,280.17517912908,"model3",NA,NA,NA,NA,NA
85,1.2802,1e-04,0.3923,NA,NA,NA,-0.0546,0,64.5976,0.004,"ML",96,147.452592765871,"model3",NA,NA,NA,NA,NA
86,2.1758,0.1054,0.6313,NA,NA,NA,0.1156,0,143.5795,0.003,"ML",84,304.882267195373,"model3",NA,NA,NA,NA,NA
87,1.8368,0.3871,0.3238,NA,NA,NA,0.194,0,114.5143,0.003,"ML",86,246.845989185014,"model3",NA,NA,NA,NA,NA
88,2.2612,0.0598,0.5126,NA,NA,NA,-0.1013,0,144.4975,0.002,"ML",81,306.57279661869,"model3",NA,NA,NA,NA,NA
89,2.2303,0.11,0.3086,NA,NA,NA,1e-04,0,136.6786,0.003,"ML",76,290.680133361145,"model3",NA,NA,NA,NA,NA
9,1.7486,0.0514,0.3482,NA,NA,NA,-0.075,0,117.0044,0.004,"ML",91,252.052238026067,"model3",NA,NA,NA,NA,NA
90,0.7898,0,0.3171,NA,NA,NA,-3e-04,0,-31.7582,0.004,"ML",96,-45.2590072341287,"model3",NA,NA,NA,NA,NA
91,1.7655,0.0503,0.5312,NA,NA,NA,0.1425,0,121.416,0.004,"ML",96,261.089392765871,"model3",NA,NA,NA,NA,NA
92,2.3428,0.073,0.5249,NA,NA,NA,-3e-04,0,146.9563,0.004,"ML",83,311.587962431186,"model3",NA,NA,NA,NA,NA
93,1.1853,0.1506,0.3148,NA,NA,NA,1e-04,0,55.1012,0.004,"ML",96,128.459792765871,"model3",NA,NA,NA,NA,NA
94,2.5714,-0.1436,0.5069,NA,NA,NA,0.1428,0,136.5113,0.002,"ML",70,290.016580968197,"model3",NA,NA,NA,NA,NA
95,1.5993,0.1381,0.2529,NA,NA,NA,0.1216,0,113.7164,0.003,"ML",96,245.690192765871,"model3",NA,NA,NA,NA,NA
96,1.6792,-0.0575,0.4532,NA,NA,NA,0.0237,0,109.6291,0.004,"ML",95,237.473707566402,"model3",NA,NA,NA,NA,NA
97,1.6577,0.2623,0.6185,NA,NA,NA,0.1902,0,109.8101,0.004,"ML",94,237.79337912908,"model3",NA,NA,NA,NA,NA
98,2.2381,0.1025,1.4218,NA,NA,NA,-0.0596,0,101.2051,0.002,"ML",59,218.720349775623,"model3",NA,NA,NA,NA,NA
99,1.6622,0.1192,0.6094,NA,NA,NA,0.2824,0,106.836,0.003,"ML",96,231.929392765871,"model3",NA,NA,NA,NA,NA
1,1.6933,1.0673,NA,1,3.801,0.1188,-0.4084,0,45.0438,24.076,"ML",95,126.518615132804,"model4",NA,0.4352,0.3124,NA,NA
10,2.6265,0.2382,NA,1e-04,5.1086,1e-04,0.0784,0,86.6637,0.979,"ML",86,208.962178370028,"model4",NA,0.5708,0.5486,NA,NA
100,1.9681,0.1817,NA,0.9281,1e-04,0.5593,1e-04,0,146.0304,28.114,"ML",92,328.235108616392,"model4",NA,0.5162,0.4875,NA,NA
101,1.8449,0.2469,NA,5e-04,0.5452,0.1454,0.014,0,126.6129,5.711,"ML",95,289.656815132804,"model4",NA,0.7574,0.6544,NA,NA
102,1.6841,-0.3982,NA,0.9597,0.0144,1.0369,0.0161,0,121.8454,21.116,"ML",77,278.441243374829,"model4",NA,1.4786,1.2992,NA,NA
103,1.816,0.0201,NA,0.3136,1.4138,0.3634,0.0426,0,113.1738,7.222,"ML",96,262.862385531743,"model4",NA,0.6031,0.3754,NA,NA
104,2.0844,-0.0425,NA,0.7752,0.3174,0,0.0652,0,133.0352,1.693,"ML",89,301.979490957857,"model4",NA,0.4501,0.3894,NA,NA
105,2.2706,0.304,NA,0.6532,0.4336,1e-04,0.046,0,140.3497,1.875,"ML",84,316.145934390747,"model4",NA,0.5747,0.4475,NA,NA
11,1.5348,-0.017,NA,0.518,0,0.0987,0.0183,0,103.0813,12.456,"ML",96,242.677385531743,"model4",NA,0.4117,0.5243,NA,NA
12,1.021,0.1472,NA,0.5707,5e-04,0.1369,0.2752,0,28.6123,7.781,"ML",96,93.7393855317427,"model4",NA,0.4216,0.4347,NA,NA
13,1.1252,0.8056,NA,0.5779,8e-04,0,0.1138,0,30.6091,1.709,"ML",96,97.7329855317427,"model4",NA,0.3953,0.3422,NA,NA
14,1.0751,-0.0068,NA,0.8036,0.2294,0.2576,0.0182,0,46.811,36.635,"ML",96,130.136785531743,"model4",NA,0.5134,0.5376,NA,NA
15,1.3159,0.3972,NA,3e-04,0.7673,0.2011,0.5553,0,66.8069,3.524,"ML",96,170.128585531743,"model4",NA,0.5491,0.4412,NA,NA
17,1.9555,1.6222,NA,3e-04,4.0124,0.7377,0.4051,0,110.1963,10.233,"ML",96,256.907385531743,"model4",NA,0.7659,0.5306,NA,NA
18,1.6855,0.2548,NA,0.2171,6e-04,1.3756,0.2952,0,151.5829,35.094,"ML",95,339.596815132804,"model4",NA,1.1163,0.747,NA,NA
19,1.5208,0.2313,NA,0.2773,1.463,0.1989,0.3412,0,79.145,5.06,"ML",96,194.804785531743,"model4",NA,0.4116,0.3984,NA,NA
2,1.9882,0.0293,NA,0.7668,0.3858,2e-04,0.0861,0,134.4782,2.657,"ML",95,305.387415132804,"model4",NA,0.35,0.362,NA,NA
20,1.8638,0.1723,NA,0.9058,0.4162,1.0029,0.0262,0,145.6012,160.537,"ML",91,327.289276052135,"model4",NA,1.1884,1.19,NA,NA
21,2.0629,0.1104,NA,0.5154,0.2955,0.1166,0.0934,0,148.3754,6.895,"ML",94,333.09715825816,"model4",NA,0.8066,0.514,NA,NA
22,1.5146,0.1694,NA,0.7195,0.7157,0.0313,-0.1045,0,79.5893,2.649,"ML",93,195.439395945226,"model4",NA,0.5181,0.4084,NA,NA
23,2.0127,0.1385,NA,0.6855,1.4992,0.0379,-0.0577,0,107.4835,6.452,"ML",94,251.31335825816,"model4",NA,0.6183,0.415,NA,NA
24,1.6778,-0.1864,NA,0.4889,0.5729,0.3302,0.1379,0,112.4532,4.416,"ML",94,261.25275825816,"model4",NA,0.3993,0.5722,NA,NA
25,1.6709,0.4944,NA,4e-04,3.0829,0.1061,0.3477,0,62.9959,2.603,"ML",95,162.422815132804,"model4",NA,0.4609,0.2841,NA,NA
26,2.2822,0.1676,NA,0.9695,0.5445,0.0538,0.1873,0,138.2796,9.245,"ML",94,312.90555825816,"model4",NA,0.4414,0.6265,NA,NA
27,1.2714,0.2464,NA,0.9409,0.0283,0.6082,0.673,0,91.1903,16.609,"ML",96,218.895385531743,"model4",NA,0.6629,0.5807,NA,NA
28,1.3787,-0.1708,NA,0.7274,0.5049,0.2156,0.4129,0,67.8639,27.878,"ML",96,172.242585531743,"model4",NA,0.2917,0.5358,NA,NA
29,1.9039,0.394,NA,0.4928,0.0887,0.5593,0.1918,0,136.992,33.922,"ML",91,310.070876052135,"model4",NA,1.054,0.8003,NA,NA
3,2.0314,0.036,NA,0.6078,0.1705,0.3227,-0.0535,0,146.4259,12.058,"ML",91,328.938676052135,"model4",NA,0.7046,0.5782,NA,NA
30,1.3191,-0.0554,NA,0.6729,1.1352,0.0616,0.0158,0,55.1463,5.108,"ML",96,146.807385531743,"model4",NA,0.3062,0.4131,NA,NA
31,2.1464,0.2676,NA,2e-04,14.6974,0.1097,-0.7563,0,17.884,2.742,"ML",96,72.2827855317427,"model4",NA,0.372,0.3226,NA,NA
32,1.0677,-0.0161,NA,0,0.8279,0.3125,-0.048,0,38.7619,3.685,"ML",96,114.038585531743,"model4",NA,0.5297,0.7093,NA,NA
33,1.3808,0.2317,NA,0.3546,2e-04,1.1424,0.1074,0,123.3826,19.931,"ML",92,282.939508616392,"model4",NA,0.7962,0.9972,NA,NA
34,1.0056,0.0896,NA,0.0319,1.3121,1.7616,0.1287,0,136.4483,22.432,"ML",96,309.411385531743,"model4",NA,1.5943,1.3457,NA,NA
35,1.1629,-0.0013,NA,0.9986,0.3579,1.6658,0.1696,0,131.5629,44.803,"ML",93,299.386595945226,"model4",NA,2.2281,1.6738,NA,NA
36,1.3037,0.2544,NA,0.1182,9e-04,1.2549,0.1969,0,129.761,8.698,"ML",96,296.036785531743,"model4",NA,1.1494,0.8875,NA,NA
38,1.6972,0.8271,NA,1,1.2391,0.1792,0.3294,0,85.2763,15.633,"ML",96,207.067385531743,"model4",NA,0.6307,0.4746,NA,NA
39,1.2783,0.5662,NA,0.8271,0.0316,0.0911,0.2771,0,54.5844,11.76,"ML",96,145.683585531743,"model4",NA,0.5228,0.369,NA,NA
40,1.5301,0.0245,NA,0.5244,0.8595,0.1629,-0.1719,0,87.6374,11.84,"ML",96,211.789585531743,"model4",NA,0.2476,0.5367,NA,NA
41,2.0565,0.2028,NA,0.9156,0.2918,0.0699,0.102,0,129.9086,10.136,"ML",93,296.077995945226,"model4",NA,0.6888,0.6368,NA,NA
42,1.4874,0.0688,NA,0.3169,0.0013,0.2321,0.0068,0,94.8166,9.034,"ML",92,225.807508616392,"model4",NA,0.4613,0.5698,NA,NA
44,1.3228,0.0504,NA,0.8346,2e-04,0,0.0079,0,57.402,2.259,"ML",96,151.318785531743,"model4",NA,0.4667,0.2979,NA,NA
45,1.3389,0.2124,NA,0.6874,0.8287,0.1147,0.1742,0,66.0977,7.292,"ML",96,168.710185531743,"model4",NA,0.3417,0.3237,NA,NA
46,1.7558,0.0476,NA,0.4054,0.3289,0.2645,0.0582,0,127.3605,8.294,"ML",96,291.235785531743,"model4",NA,0.5788,0.4438,NA,NA
47,1.9944,0.2271,NA,0.6752,0.3062,0.245,0.3797,0,131.5863,25.862,"ML",93,299.433395945226,"model4",NA,0.5924,0.541,NA,NA
48,1.7629,-0.1169,NA,0.6542,0.3104,0,0.1971,0,115.1424,2.422,"ML",94,266.63115825816,"model4",NA,0.6296,0.5884,NA,NA
49,1.3762,0.4048,NA,0.7276,0.0121,0,0.2219,0,67.4964,2.152,"ML",96,171.507585531743,"model4",NA,0.468,0.4142,NA,NA
5,1.8603,-0.0297,NA,5e-04,2.016,0.1941,-0.071,0,98.4096,4.019,"ML",94,233.16555825816,"model4",NA,0.5425,0.4332,NA,NA
50,1.8183,0.6328,NA,1e-04,4.0203,0.5037,-0.3147,0,93.0438,8.887,"ML",95,222.518615132804,"model4",NA,0.6444,0.5427,NA,NA
51,1.7642,0.1591,NA,0.5361,1e-04,0.0028,-0.0117,0,121.6294,1.589,"ML",95,279.689815132804,"model4",NA,0.4483,0.4105,NA,NA
52,2.1616,0.2141,NA,0.0015,0.2485,0.2538,0.1062,0,152.5698,5.614,"ML",90,341.138077362642,"model4",NA,0.8453,0.4221,NA,NA
53,1.8027,0.0113,NA,0.6557,7e-04,4e-04,-0.2266,0,116.7636,1.89,"ML",91,269.614076052135,"model4",NA,0.3699,0.6108,NA,NA
54,1.8733,0.3526,NA,0.9614,0.4326,0.3842,0.0058,0,125.2197,18.42,"ML",94,286.78575825816,"model4",NA,0.9309,0.6675,NA,NA
55,1.1763,-3e-04,NA,6e-04,3e-04,0.3549,0.4621,0,68.0556,4.834,"ML",96,172.625985531743,"model4",NA,0.6008,0.6472,NA,NA
56,2.2477,0.0263,NA,0.8777,8.3832,0,-0.9524,0,35.1341,4.064,"ML",94,106.61455825816,"model4",NA,0.4121,0.3632,NA,NA
57,1.5574,0.0614,NA,0.9702,0.6447,0.0325,0.0457,0,75.2451,3.041,"ML",96,187.004985531743,"model4",NA,0.4403,0.455,NA,NA
58,1.6785,-0.162,NA,0.622,0.0014,0.2473,0.2471,0,115.4181,16.204,"ML",94,267.18255825816,"model4",NA,0.5882,0.339,NA,NA
6,2.3703,0.5139,NA,1,2.1083,0,0.0214,0,104.2465,2.209,"ML",89,244.402090957857,"model4",NA,0.2874,0.3661,NA,NA
61,1.6791,0.1446,NA,0.6329,0.001,0.6112,0.299,0,127.7043,28.677,"ML",96,291.923385531743,"model4",NA,0.9255,0.8453,NA,NA
62,1.7127,0.0131,NA,0.6486,0.208,0.0101,0.0412,0,112.0089,1.501,"ML",96,260.532585531743,"model4",NA,0.5496,0.4002,NA,NA
63,1.5479,0.0616,NA,0.0067,0,0.3706,0.1447,0,110.7601,11.225,"ML",96,258.034985531743,"model4",NA,0.7775,0.5558,NA,NA
64,2.2702,0.1967,NA,0.9578,0.5789,0.4436,0.2067,0,142.8331,83.276,"ML",85,321.207410051923,"model4",NA,0.5036,0.9009,NA,NA
65,1.4742,0.0219,NA,0.5444,0.0083,0,0.2965,0,86.9079,2.45,"ML",96,210.330585531743,"model4",NA,0.5461,0.5128,NA,NA
